SUBPO159-2017-FINAL.dwg	WIRING DIAGRAM PANEL 1R	Post Oak	08/15/17		Summer 2017 Update - As Built	556291329	4	
P3294E-DC02.dwg	GCB60000 DC Schematic					556291147	2	
P3294E-DC00.dwg	Device I/O Tables					556291147	2	
MEI-8942 Profile with Shield Wire Sag Rev 1.dwg	Profile with Shield Wire Sag					556291147	2	
MEI-8646 Overall Project Layout Rev 1.dwg	Physical Layout - Overall Project Layout					556291147	2	
P3294E-DC02-Model.pdf	GCB60000 DC Schematic					556291147	2	
MEI-8746  P3294E-TT01.dwg	Truth Table					556291147	2	
MEI-8819 Oil Containment Rev 1.dwg	Oil Containment					556291147	2	
MEI-8765-1  P3294E-CS01.dwg	Cable Schedule Sheet 1					556291147	2	
MEI-8781-2  Superior Fencing, Gate Details.dwg	Superior Fence, Gate Details					556291147	2	
MEI-8753-11  P3294E-DC11.dwg	Panel #3 PS & RTAC DC Schematic					556291147	2	
MEI-9212 One Line Design Proposal.dwg	One Line  Design Proposal Rev 1					556291147	2	
P3294E-AC01.dwg	138kV Bus & XFMR 6100/6200 AC Schematic					556291147	2	
P3294E-AC02-Model.pdf	15KV Mains & 6162 Tie AC Schematic					556291147	2	
MEI-8754-2  P3294E-WD02.dwg	Wiring Diagram - Panel 2					556291147	2	
MEI-8753-13  P3294E-DC13.dwg	PANEL 5 PS DC Schmantic					556291147	2	
P3294E-DC01-Model.pdf	GCB8010/GCB8030 DC Schematic					556291147	2	
MEI-8446 Typical Foundations Rev 1.dwg	Typical Foundation and Pier Details					556291147	2	
MEI-8781-0  Wall Specifications.dwg	Wall Details (For Visual Reference Only)					556291147	2	
SUBPO159-2017-REV.dwg	WIRING DIAGRAM PANEL 1R	Post Oak	08/15/17		Summer 2017 Update - Revisions	556291327	6	
MEI-8754-1  P3294E-WD01.dwg	Wiring Diagram - Panel 1					556291147	2	
MEI-8753-05  P3294E-DC05.dwg	S69TA1 Circuit Switcher DC Schematic					556291147	2	
P3294E-DC02-Model (B&W).pdf	GCB60000 DC Schematic					556291147	2	
MEI-8462 Structual Sections Rev 1.dwg	Structures - Structural Sections					556291147	2	
MEI-8753-02  P3294E-DC02.dwg	GCB60000 DC Schematic					556291147	2	
MEI-8766-6  P3294E-EX06.dwg	Tie Bkr 6162 Field Wiring Diagram					556291147	2	
MEI-8767-2  CWS 3701-2.dwg	Control Wiring Schematic 2					556291147	2	
MEI-8754-3  P3294E-WD03.dwg	Wiring Diagram - Panel 3					556291147	2	
MEI-8764-02  P3294E-PL02.dwg	Panel 2 Layout and Materials					556291147	2	
P3294E-DC00-Model.pdf	Device I/O Tables					556291147	2	
MEI-8596  P3294E-DL00.dwg	Drawing List					556291147	2	
MEI-8764-01  P3294E-PL01.dwg	Panel 1 Layout and Materials					556291147	2	
MEI-8752-1 P3294E-AC01.dwg	138kV Bus & XFMR 6100/6200 AC Schematic					556291147	2	
MEI-9206 Conduit Distances.dwg	Conduit Distances					556291147	2	
MEI-8793-08  Interior Foldout (391608).dwg	14'-0" x 35'-0" x 9'-8" Concrete Shelter, Interior Foldout					556291147	2	
MEI-8963 SSPC Wall Plan.dwg	SSPC Wall Plan					556291147	2	
MEI-8461 Station Protection Diagram.dwg	Station Protection Diagram					556291147	2	
MEI-8766-1  P3294E-EX01.dwg	GCB60000 Field Wiring Diagram					556291147	2	
MEI-8753-12  P3294E-DC12.dwg	Panel #4 PS & RTAC DC Schematic					556291147	2	
MEI-8793-11  Construction Details (391611).dwg	14'-0" x 35'-0" x 9'-8" Concrete Shelter, Construction Details(*)					556291147	2	
MEI-8583 Dowling Road Substation.dwg.dwg	SITE WORKS PLANS, DOWLING ROAD SUBSTATION					556291147	2	
MEI-8753-09  P3294E-DC09.dwg	Panel #1 PS & RTAC DC Schematic					556291147	2	
MEI-8753-16  P3294E-DC16.dwg	15kV Bus PT Junction Boxes					556291147	2	
MEI-8766-2  P3294E-EX02.dwg	GCB60000 CT Field Wiring Diagram					556291147	2	
MEI-8462-6 Isometric Drawing of Branch Bus Connection Rev 1.dwg	Structures - Isometric Drawing of Branch Bus					556291147	2	
P3294E-DC01.dwg	GCB8010/GCB8030 DC Schematic					556291147	2	
P3294E-DC06.dwg	S69TA2 Circuit Switcher DC Schematic					556291147	2	
P3294E-AC02.dwg	15KV Mains & 6162 Tie AC Schematic					556291147	2	
MEI-8753-06  P3294E-DC06.dwg	S69TA2 Circuit Switcher DC Schematic					556291147	2	
MEI-8754-4  P3294E-WD04.dwg	Wiring Diagram - Panel 4					556291147	2	
MEI-8766-8  P3294E-EX08.dwg	Feeders 6205-6208 Field Wiring Diagram					556291147	2	
P3294E-DC05.dwg	S69TA1 Circuit Switcher DC Schematic					556291147	2	
MEI-8753-14  P3294E-DC14.dwg	HMI PANEL PS & RTAC DC Schmatic					556291147	2	
MEI-8753-15  P3294E-DC15.dwg	PANEL 7 PS DC Schematic					556291147	2	
MEI-8793-05  Alarm Wiring (391605).dwg	14'-0" x 35'-0" x 9'-8" Concrete Shelter, Alarm Wiring					556291147	2	
MEI-8753-19  P3294E-DC19.dwg	DC Panelboards Schematic					556291147	2	
MEI-8928 DRS Holleman Drive Rev 1.dwg	Temporary Access Road					556291147	2	
MEI-8793-10  Grounding Details (391610).dwg	14'-0" x 35'-0" x 9'-8" Concrete Shelter, Grounding Details					556291147	2	
MEI-8753-18  P3294E-DC18.dwg	AC Panelboards Schematic					556291147	2	
MEI-8764-06  P3294E-PL06.dwg	Panel 6 Layout and Materials					556291147	2	
MEI-8766-7  P3294E-EX07.dwg	Feeders 6101-6104 Field Wiring Diagram					556291147	2	
MEI-8751  P3294E-CM01.dwg	Communication Diagram					556291147	2	
MEI-8764-00  P3294E-PL00.dwg	Panel Front Elevations					556291147	2	
MEI-8767-1  CWS 3701-1.dwg	Control Wiring Schematic 1					556291147	2	
MEI-8775 Lightning Mast with Security Camera.dwg	Lightning Mast with Security Camera(s)					556291147	2	
MEI-8752-2 P3294E-AC02.dwg	15KV Mains & 6162 Tie AC Schematic					556291147	2	
P3294E-DC06-Model (B&W).pdf	S69TA2 Circuit Switcher DC Schematic					556291147	2	
P3294E-DC05-Model.pdf	S69TA1 Circuit Switcher DC Schematic					556291147	2	
MEI-9379 AC Schematic.dwg	AC Schematic					556291147	2	
MEI-8754-7  P3294E-WD07.dwg	Wiring Diagram - Panel 7					556291147	2	
MEI-8768-2  CWD 3702-2.dwg	Control Wiring Diagram 2					556291147	2	
MEI-8793-02  AC Panel 1 Schedule (391602).dwg	14'-0" x 35'-0" x 9'-8" Concrete Shelter, AC1 Panel Schedule					556291147	2	
MEI-8793-09  Reflected Cieling (391609).dwg	14'-0" x 35'-0" x 9'-8" Concrete Shelter, Reflected Ceiling					556291147	2	
MEI-8753-17  P3294E-DC17.dwg	138kV Bus PT Junction Boxes					556291147	2	
MEI-8767-3  CWS 3701-3.dwg	Control Wiring Schematic 3					556291147	2	
MEI-8766-3  P3294E-EX03.dwg	S69TA1 & S69TA2 Field Wiring Diagram					556291147	2	
MEI-8793-04  DC 1,2 Panel Schedule (391604).dwg	14'-0" x 35'-0" x 9'-8" Concrete Shelter, DC1&2 Panel Schedule					556291147	2	
P3294E-DC05-Model (B&W).pdf	S69TA1 Circuit Switcher DC Schematic					556291147	2	
P3294E-AC01-Model.pdf	138kV Bus & XFMR 6100/6200 AC Schematic					556291147	2	
MEI-8220 Drawing List Rev 1.dwg	Drawing List					556291147	2	
MEI-8753-00  P3294E-DC00.dwg	Device I/O Tables					556291147	2	
MEI-8663  P3294E-SL01.dwg	Single-Line Drawing	Dowling Road				556274309	5	
MEI-8597 Ground Grid Layout Rev 2.dwg	Ground Mat Layout	Dowling Road				556274307	5	
MEI-4030(SUBGP-60).dwg	EPS METERING PROPOSAL-ONE-LINE DRAWING TDSP PROJECT # CSP4 COLLEGE STATION GREENS PRAIRIE	Greens Prairie	04/20/01			556203474	7	
P3294E-CM01-Model.pdf	Communication Diagram	Dowling Road				556275466	3	
MEI-8770-3  Anchor Bolt Details (AP2).dwg	Anchor Bolt Details	Dowling Road				556274297	3	
MEI-8781-3  Superior Fencing, Pier Layout.dwg	Superior Fencing Pier Layout	Dowling Road				556274295	3	
MEI-8770-2 Partial Anchor Bolt Plan 1B (AP1B).dwg	Partial Anchor Bolt Plan	Dowling Road				556274294	3	
MEI-8770-1 Partial Anchor Bolt Plan 1A (AP1A).dwg	Partial Anchor Bolt Plan	Dowling Road				556274293	3	
MEI-8764-03  P3294E-PL03.dwg	Panel 3 Layout and Materials	Dowling Road				556272909	3	
MEI-9402-6  15kV 120 VAC BUSHING ASSEMBLY.dwg	15 kV Bushing Assembly Outline (1200 Amp)	Dowling Road				556270027	3	
MEI-7128-Greens Prairie Oneline_Rev.0.4.pdf	ONE-LINE DRAWING	Greens Prairie	12/20/93			556200297	6	
MEI-9561-051 Greens Prairie Road, Transformer Shielding.pdf	GREENS PRAIRIE ROAD SHIELDING ADDITION PROPOSED LAYOUT 1 NEW CONSTRUCTION	Greens Prairie	10/18/11			556186401	6	
2016-6-3 MEI-11860-400 AC&DC Dwgs 60Percent.pdf	AC & DC SCHEMATIC DRAWINGS	Greens Prairie	05/31/16		Greens Prairie Ring Bus Modifications	556185164	5	
MEI-11860-029.pdf	STRUCTURE UNITS 3 TO 4	Greens Prairie	05/16/16		Greens Prairie Ring Bus Modifications	556179129	5	
MEI-11860-021.pdf	ELEVATION P-P	Greens Prairie	05/16/16		Greens Prairie Ring Bus Modifications	556179129	5	
MEI-9407-3 TYPE-R 15kV, Bushing Outline.dwg	15 kV 3000 Amp Bushing Outline	Dowling Road				556271783	2	
MEI-9405-12  Tags.dwg	Tags	Dowling Road				556271783	2	
MEI-9405-01 AREVA Breaker Legend.dwg	Legend	Dowling Road				556271783	2	
MEI-9403-02  DIMENSIONAL ARRANGEMENT (4D35542 R5).dwg	Dimensional Arrangement	Dowling Road				556271783	2	
MEI-9404-2  Schematic Wiring Diagram.dwg	S&C Switch Operator TYPE CS-1A with Shunt Trip Schematic Wiring	Dowling Road				556271783	2	
MEI-9405-09  Bill of Materials.dwg	Bill of Material	Dowling Road				556271783	2	
MEI-9405-08  Componenet Layout.dwg	Component Layout	Dowling Road				556271783	2	
MEI-9403-04 SCHEMATIC SEQUENCE CHART (4D39056 R4).dwg	Schematic Sequence Chart	Dowling Road				556271783	2	
MEI-9403-03 Sequence Chart (4D36244 R6).dwg	Sequence Chart	Dowling Road				556271783	2	
MEI-9407-1  15kV 120VAC R-MAG Breaker, Outline Drawing.dwg	Outline Drawing 15 kV 2000A/3000A	Dowling Road				556271783	2	
MEI-9403-08 Control Wiring Diagram (2) (3702-2 R3).dwg	Control Wiring Diagram (2)	Dowling Road				556271783	2	
MEI-9402-5  Type R-Mag Connection Diagram.dwg	TYPE R-MAG Vacuum Breaker Connection Diagram	Dowling Road				556271783	2	
MEI-9403-15 Nameplate Unit 1 (3802).dwg	Nameplate Unit 1	Dowling Road				556271783	2	
MEI-9405-05  Terminal Block Wiring Diagram.dwg	Terminal Block	Dowling Road				556271783	2	
MEI-9404-1 Detail Wiring Diagram.dwg	S&C Switch Operator TYPE CS-1A with Shunt Trip Detail Wiring Diagram Mounting Pedestal	Dowling Road				556271783	2	
MEI-9405-00  Outline Drawing.dwg	Breaker Outline Drawing	Dowling Road				556271783	2	
MEI-9406-02 SG Fuel Tank Iinsulation Drawing.dwg	Installation Drawing Double Wall Tank	Dowling Road				556271783	2	
MEI-9402-7  15kV 120 VAC BUSHING ASSEMBLY.dwg	Excitation Curve -Cat # 803B881A01 1200/5 C200	Dowling Road				556271783	2	
MEI-9403-11 Control Wiring Schematic (3701-2).dwg	Control Wiring Schematic (2)	Dowling Road				556271783	2	
MEI-9405-07  Relay Panel Wiring Diagram.dwg	Breaker Relay Panel Wiring Diagram	Dowling Road				556271783	2	
MEI-9405-03 Motor Circuit and Alarms.dwg	Motor Circuit	Dowling Road				556271783	2	
MEI-9405-02  DC Control Schematic.dwg	DC Control	Dowling Road				556271783	2	
MEI-9406-01 Standby Generator Insulation Drawing.dwg	Install Drawing 3.0L with Standard Enclosure	Dowling Road				556271783	2	
MEI-9403-01 Ground Level Drive Shaft Assembly.dwg	Ground Level Drive Shaft Assembly	Dowling Road				556271783	2	
MEI-9407-4  15 Kv, 120VAC, TYPE R-MAG, 2000A-3000A Breaker.dwg	TYPE R-MAG Vacuum Breaker 2000A/3000A Connection Diagram	Dowling Road				556271783	2	
MEI-9403-07 Control Wiring Diagram (1) (3702-1 R4).dwg	Control Wiring Diagram (1)	Dowling Road				556271783	2	
MEI-9403-05 MANUAL-LOCAL CONTROL WIRING DIAGRAM (4D40417 R1).dwg	Manual-Local Control Wiring Diagram	Dowling Road				556271783	2	
MEI-9405-10  Nameplate - BCT Wiring Diagram.dwg	Nameplate / BCT Wiring	Dowling Road				556271783	2	
MEI-9407-5  Excitement Graph.dwg	Excitation Curve -Cat # 803B885A01 3000/5 C400	Dowling Road				556271783	2	
MEI-9403-12 Control Wiring Schematic (3701-3 R3).dwg	Control Wiring Schematic (3)	Dowling Road				556271783	2	
MEI-9403-14 Final Assembly (3300).dwg	Final Assembly	Dowling Road				556271783	2	
MEI-9407-2 TYPE-R, SCHEMATIC DRAWING.dwg	TYPE R-MAG Vacuum Breaker 2000A/3000A Schematic Diagram	Dowling Road				556271783	2	
MEI-9405-13  Bushing Outline.dwg	Bushing Outline Drawing	Dowling Road				556271783	2	
MEI-9405-04  AC Schematic.dwg	AC Schematic	Dowling Road				556271783	2	
MEI-9403-13 Dimension Dwg.(3803).dwg	Dimension Drawing	Dowling Road				556271783	2	
MEI-9404-3  Ooutline Drawing.dwg	S&C Electric Arrangement for S&C Circuits	Dowling Road				556271783	2	
P3294E-WD07-Model.pdf		Dowling Road				556269602	2	
P3294E-DC15.dwg		Dowling Road				556269601	2	
P3294E-PL00.dwg		Dowling Road				556269601	2	
P3294E-DC12-Model.pdf		Dowling Road				556269601	2	
P3294E-PL02.dwg		Dowling Road				556269601	2	
P3294E-DC14.dwg		Dowling Road				556269601	2	
P3294E-WD04.dwg		Dowling Road				556269601	2	
P3294E-DC11-Model.pdf		Dowling Road				556269601	2	
P3294E-WD03-Model.pdf		Dowling Road				556269601	2	
P3294E-PL01-Model.pdf		Dowling Road				556269601	2	
P3294E-DC12.dwg		Dowling Road				556269601	2	
P3294E-CM01.dwg	Communication Diagram	Dowling Road				556269601	2	
P3294E-EX03.dwg		Dowling Road				556269601	2	
P3294E-PL07-Model.pdf		Dowling Road				556269601	2	
P3294E-PL04.dwg		Dowling Road				556269601	2	
P3294E-DC08-Model.pdf		Dowling Road				556269601	2	
P3294E-DC16.dwg		Dowling Road				556269601	2	
P3294E-DC11.dwg		Dowling Road				556269601	2	
P3294E-WD05-Model.pdf		Dowling Road				556269601	2	
P3294E Final As Built Drawing Set - Letter of Transmittal 20101217.pdf		Dowling Road				556269601	2	
P3294E-EX04.dwg		Dowling Road				556269601	2	
P3294E-SL01-Model.pdf		Dowling Road				556269601	2	
P3294E-PL02-Model.pdf		Dowling Road				556269601	2	
P3294E-EX08.dwg		Dowling Road				556269601	2	
P3294E-WD02.dwg		Dowling Road				556269601	2	
P3294E-CS02.dwg		Dowling Road				556269601	2	
P3294E-PL04-Model.pdf		Dowling Road				556269601	2	
P3294E-WD07.dwg		Dowling Road				556269601	2	
P3294E-WD01.dwg		Dowling Road				556269601	2	
P3294E-CS03.dwg		Dowling Road				556269601	2	
P3294E-PL05-Model.pdf		Dowling Road				556269601	2	
P3294E-DC19.dwg		Dowling Road				556269601	2	
P3294E-EX07.dwg		Dowling Road				556269601	2	
P3294E-DC17.dwg		Dowling Road				556269601	2	
P3294E-PL01.dwg		Dowling Road				556269601	2	
P3294E-DC09-Model.pdf		Dowling Road				556269601	2	
P3294E-WD04-Model.pdf		Dowling Road				556269601	2	
P3294E-PL00-Model.pdf		Dowling Road				556269601	2	
P3294E-EX01.dwg		Dowling Road				556269601	2	
P3294E-PL03-Model.pdf		Dowling Road				556269601	2	
P3294E-PL06-Model.pdf		Dowling Road				556269601	2	
P3294E-SL01.dwg	Single Line	Dowling Road				556269601	2	
P3294E-DC14-Model.pdf		Dowling Road				556269601	2	
P3294E-PL07.dwg		Dowling Road				556269601	2	
P3294E-PL03.dwg		Dowling Road				556269601	2	
P3294E-TT01.dwg	Truth Table	Dowling Road				556269601	2	
P3294E-EX02.dwg		Dowling Road				556269601	2	
P3294E-DC13-Model.pdf		Dowling Road				556269601	2	
P3294E-DC15-Model.pdf		Dowling Road				556269601	2	
P3294E-EX09.dwg		Dowling Road				556269601	2	
P3294E-WD03.dwg		Dowling Road				556269601	2	
P3294E-WD06-Model.pdf		Dowling Road				556269601	2	
P3294E-CS01.dwg		Dowling Road				556269601	2	
P3294E-DC13.dwg		Dowling Road				556269601	2	
P3294E-WD02-Model.pdf		Dowling Road				556269601	2	
P3294E-DC18.dwg		Dowling Road				556269601	2	
P3294E-WD01-Model.pdf		Dowling Road				556269601	2	
P3294E-WD06.dwg		Dowling Road				556269601	2	
P3294E-PL06.dwg		Dowling Road				556269601	2	
P3294E-EX06.dwg		Dowling Road				556269601	2	
P3294E-DL00-Model.pdf		Dowling Road				556269601	2	
P3294E-WD05.dwg		Dowling Road				556269601	2	
P3294E-EX05.dwg		Dowling Road				556269601	2	
P3294E-DC08.dwg		Dowling Road				556269601	2	
P3294E-DC09.dwg		Dowling Road				556269601	2	
P3294E-DL00.dwg	Drawing List	Dowling Road				556269601	2	
P3294E-PL05.dwg		Dowling Road				556269601	2	
MEI-9402-4 Terminal Bushing, H-J Enterprises.dwg	H-J Enterprises Terminal (1200 Amp)	Dowling Road				556269600	2	
MEI-9402-2 TYPE R-MAG LOW VOLTAGE ACTUATOR (2).dwg	TYPE R-MAG Vacuum Breaker Schematic Diagram	Dowling Road				556269600	2	
MEI-9403-09 Control Wiring Diagram (3) (3702-3).dwg	Control Wiring Diagram (3)	Dowling Road				556269600	2	
MEI-9405-06  Mechanism and Control Station Wiring Diagram.dwg	Mechanism and Control Wiring	Dowling Road				556269600	2	
MEI-9403-10 Control Wiring Schematic (3701-1).dwg	Control Wiring Schematic (1)	Dowling Road				556269600	2	
MEI-9405-11  Nameplate - Gas Schematic.dwg	Gas Schematic	Dowling Road				556269600	2	
MEI-9403-06 Composite.dwg	Composite	Dowling Road				556269600	2	
MEI-9402-1  TYPE R-MAG LOW VOLTAGE SCHMENTAC DIAGRAM.dwg	Outline Drawing 15 kV (1200 Amp)	Dowling Road				556269600	2	
MEI-9402-3 Terminal Bushing, Anderson Type HDSF.dwg	Anderson TYPE HDSF Bushing Terminal Outline	Dowling Road				556269600	2	
NERC138kVCapBank-Greens Prairie Oneline_Rev.0.4.pdf		Dowling Road				556269600	2	
MEI-8765-3  P3294E-CS03.dwg	Cable Schedule Sheet 3	Dowling Road				556269599	2	
MEI-8766-4  P3294E-EX04.dwg	XFMR T1-6100 Field Wiring Diagram	Dowling Road				556269599	2	
MEI-8768-3  CWD 3702-3.dwg	Control Wiring Diagram 3	Dowling Road				556269599	2	
MEI-8764-07  P3294E-PL07.dwg	Panel 7 Layout and Materials	Dowling Road				556269599	2	
MEI-8765-2  P3294E-CS02.dwg	Cable Schedule Sheet 2	Dowling Road				556269599	2	
MEI-8741 Bill of Materials Rev. 1.dwg	Bill of Materials	Dowling Road				556269599	2	
MEI-8793-07  Bill of Materials (391607).dwg	14'-0" x 35'-0" x 9'-8" Concrete Shelter, Bill of Materials	Dowling Road				556269599	2	
Generac SD060 Installation drawing.pdf		Dowling Road				556269597	2	
Generac SD060 189 gallon fuel tank drawing.pdf		Dowling Road				556269597	2	
Control Wiring Diagram 3702-1 (with SEL Rev).dwg		Dowling Road				556269596	2	
Control Wiring Diagram 3702-2 (with SEL Rev).dwg		Dowling Road				556269596	2	
391610.dwg		Dowling Road				556269596	2	
391602.DWG		Dowling Road				556269596	2	
Control Wiring Schematic 3701-1 (with SEL Rev).dwg		Dowling Road				556269596	2	
391609B.dwg		Dowling Road				556269596	2	
Control Wiring Diagram 3702-3.dwg		Dowling Road				556269596	2	
391611.dwg		Dowling Road				556269596	2	
391606A.dwg		Dowling Road				556269596	2	
Control Wiring Schematic 3701-2 (with SEL Rev).dwg		Dowling Road				556269596	2	
391601B.DWG		Dowling Road				556269596	2	
391607A.dwg		Dowling Road				556269596	2	
391603.DWG		Dowling Road				556269596	2	
391608B.dwg		Dowling Road				556269596	2	
391604.DWG		Dowling Road				556269596	2	
391605.DWG		Dowling Road				556269596	2	
Control Wiring Schematic 3701-3 (with SEL Rev).dwg		Dowling Road				556269596	2	
SUBPO161-2017-REV.dwg	TERMINAL BLOCK LAYOUT PANEL H1R	Post Oak	08/15/17		Summer 2017 Update - Revisions	556121507	5	
WD03.01-A.dwg		Switch Station				556268832	2	
WD01.01-A.dwg		Switch Station				556268832	2	
WD02.01-A.pdf		Switch Station				556268832	2	
WD05.01-A.pdf		Switch Station				556268832	2	
WD07.01-A.dwg		Switch Station				556268832	2	
WD08.01-A.pdf		Switch Station				556268832	2	
VD05.01-A.pdf		Switch Station				556268832	2	
WD04.01-A.dwg		Switch Station				556268832	2	
WD03.01-A.pdf		Switch Station				556268832	2	
WD06.01-A.dwg		Switch Station				556268832	2	
WD02.01-A.dwg		Switch Station				556268832	2	
WD07.01-A.pdf		Switch Station				556268832	2	
WD05.01-A.dwg		Switch Station				556268832	2	
WD01.01-A.pdf		Switch Station				556268832	2	
WD08.01-A.dwg		Switch Station				556268832	2	
WD04.01-A.pdf		Switch Station				556268832	2	
WD06.01-A.pdf		Switch Station				556268832	2	
VD02.01-A.pdf		Switch Station				556268831	2	
TL05.01-A.pdf		Switch Station				556268831	2	
VD01.06-A.dwg		Switch Station				556268831	2	
TL01.01-A.pdf		Switch Station				556268831	2	
VD01.02-A.pdf		Switch Station				556268831	2	
TL07.01-A.dwg		Switch Station				556268831	2	
VD01.04-A.pdf		Switch Station				556268831	2	
TL07.01-A_recover.dwg		Switch Station				556268831	2	
VD04.02-A.dwg		Switch Station				556268831	2	
TL07.01-A.pdf		Switch Station				556268831	2	
VD03.02-A.dwg		Switch Station				556268831	2	
VD04.01-A.dwg		Switch Station				556268831	2	
TL06.01-A.dwg		Switch Station				556268831	2	
VD02.02-A.pdf		Switch Station				556268831	2	
TL01.01-A.dwg		Switch Station				556268831	2	
VD05.01-A.dwg		Switch Station				556268831	2	
VD01.05-A.dwg		Switch Station				556268831	2	
VD02.03-A.dwg		Switch Station				556268831	2	
VD02.03-A.pdf		Switch Station				556268831	2	
VD04.01-A.pdf		Switch Station				556268831	2	
TL03.01-A.dwg		Switch Station				556268831	2	
TL02.01-A.dwg		Switch Station				556268831	2	
VD04.02-A.pdf		Switch Station				556268831	2	
TL02.01-A.pdf		Switch Station				556268831	2	
VD01.06-A.pdf		Switch Station				556268831	2	
VD03.01-A.dwg		Switch Station				556268831	2	
VD01.05-A.pdf		Switch Station				556268831	2	
TL03.01-A.pdf		Switch Station				556268831	2	
TL05.01-A.dwg		Switch Station				556268831	2	
TL06.01-A.pdf		Switch Station				556268831	2	
TL04.01-A.dwg		Switch Station				556268831	2	
VD02.02-A.dwg		Switch Station				556268831	2	
VD01.01-A.pdf		Switch Station				556268831	2	
VD03.01-A.pdf		Switch Station				556268831	2	
VD01.03-A.dwg		Switch Station				556268831	2	
TL04.01-A.pdf		Switch Station				556268831	2	
VD03.02-A.pdf		Switch Station				556268831	2	
VD01.03-A.pdf		Switch Station				556268831	2	
VD01.01-A.dwg		Switch Station				556268831	2	
VD02.01-A.dwg		Switch Station				556268831	2	
VD01.02-A.dwg		Switch Station				556268831	2	
VD01.04-A.dwg		Switch Station				556268831	2	
PL01.01-A.dwg		Switch Station				556268829	2	
MEI-6896 (CS Version).dwg		Switch Station				556268829	2	
MEI-9444-110 Three-line ETI Protection.dwg		Switch Station				556268829	2	
P1907-AC-05.dwg		Switch Station				556268829	2	
P1907-WD-05.dwg		Switch Station				556268829	2	
SS01.01-A.dwg		Switch Station				556268829	2	
MEI-6897 (CS Version).dwg		Switch Station				556268829	2	
P1907-DC-05.1.dwg		Switch Station				556268829	2	
P1907-WD-03.dwg		Switch Station				556268829	2	
MEI-6737 - Panel 1-10 Composite Elev.dwg		Switch Station				556268829	2	
MEI-6896 - B-D Panel 3F.dwg		Switch Station				556268829	2	
PL01.01-A.pdf		Switch Station				556268829	2	
P1907-DC-07.dwg		Switch Station				556268829	2	
P1907-DC-05.2.dwg		Switch Station				556268829	2	
P1907-DC-01.2.dwg		Switch Station				556268829	2	
P1907-AC-06.dwg		Switch Station				556268829	2	
P1907-SL-01.dwg		Switch Station				556268829	2	
P1907-WD-09.dwg		Switch Station				556268829	2	
P1907-WD-02.dwg		Switch Station				556268829	2	
P1907-DC-04.1.dwg		Switch Station				556268829	2	
P1907-AC-04.dwg		Switch Station				556268829	2	
P1907-DC-06.1.dwg		Switch Station				556268829	2	
P1907-DC-02.1.dwg		Switch Station				556268829	2	
P1907-DC-03.1.dwg		Switch Station				556268829	2	
P1907-WD-01.dwg		Switch Station				556268829	2	
PL02.01-A.pdf		Switch Station				556268829	2	
SL01.01-A.pdf		Switch Station				556268829	2	
P1907-AC-03.dwg		Switch Station				556268829	2	
P1907-DC-04.2.dwg		Switch Station				556268829	2	
P1907-AC-02.dwg		Switch Station				556268829	2	
MEI-6897 - B-D Panel 4F.dwg		Switch Station				556268829	2	
SS01.01-A.pdf		Switch Station				556268829	2	
PL02.01-A.dwg		Switch Station				556268829	2	
P1907-AC-01.dwg		Switch Station				556268829	2	
P1907-DC-03.2.dwg		Switch Station				556268829	2	
P1907-WD-06.dwg		Switch Station				556268829	2	
